accession	superkingdom	phylum	class	order	family	genus	species
RHHQ01000013.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fluminis
SLXT01000036.1		Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	Heliophilum	Heliophilum fasciatum
WUBI01000001.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus dendrobii
FLSP01000038.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. DI166
FNEZ01000005.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium noncentrifugens
FOIY01000002.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Ruminococcaceae bacterium KH2T8
HE971709.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces davaonensis
MUGW01000012.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium hercynium
NHOC01000002.1		Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus porcorum
OCNE01000024.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces zhaozhouensis
QPHL01000017.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. KYW1333
SFCC01000017.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis suaedae
SRJD01000005.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus shoreae
ADVG01000002.1		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter racemifer
CP002047.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis
CP002593.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia dioxanivorans
CP022685.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces formicae
JANDBC010000003.1		Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas	Gracilimonas sediminicola
LSLK01000038.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa silvacetica
PDJK01000002.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sulphurea
WHJC01000163.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tarantellae
FNFL01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Sediminibacillus	Sediminibacillus albus
FOWW01000004.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis arida
FQYU01000005.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia	Pseudozobellia thermophila
HG315671.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa agariphila
QOCW01000010.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus taeanensis
CAKJTG010000011.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudoneobacillus	Pseudoneobacillus rhizosphaerae
LSLL01000019.1		Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Sporomusa	Sporomusa acidovorans
PVTH01000009.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	Arcticibacter pallidicorallinus
AXUN02000035.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Youngiibacter	Youngiibacter fragilis
CP034587.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces luteoverticillatus
JAEQBW010000003.1		Bacteroidota	Cytophagia	Cytophagales	Marivirgaceae	Marivirga	Marivirga aurantiaca
JAGGOL010000082.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. ISL-11
PJBB01000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. Bg11-29
RPRX01000015.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. WAC00469
VOBR01000026.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea tibetensis
BMSL01000003.1							
BOSJ01000004.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. J45TS6
CAJVAS010000020.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus solanacearum
CP022433.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces pluripotens
FUKU01000041.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. JB170
JNAD02000005.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces xinghaiensis
QDKG01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium corticibacter
QGHA01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter oryzae
QQAK01000011.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina sp. BI001-red
SPSB01000001.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus kandeliae
WKKI01000031.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus lacus
BMYF01000002.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Mongoliitalea	Mongoliitalea lutea
BNJK01000001.1		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter	Reticulibacter mediterranei
CP028136.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia fulva
JACRST010000002.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ligaoa	Ligaoa zhengdingensis
JAFMOF010000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces triculaminicus
PVXQ01000007.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium vincentii
QKRB01000053.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sambharensis
QUBQ01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus paeoniae
RBKU01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter gracilis
VTRT01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. BS3
WEGL01000007.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. RB17
JJMU01000061.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium deserti
VTRV01000003.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Cognatilysobacter	Cognatilysobacter lacus
WSRO01000002.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. BA2
BSTI01000007.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis taiwanensis
FOGG01000058.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter rhizosphaerae
FOKK01000011.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus aquimarinus
FOLL01000010.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter	Parapedobacter composti
FR887225.1		Bacillota					Firmicutes bacterium CAG:170
FRCY01000007.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium lianum
JACHJL010000003.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces zagrosensis
JAGYPD010000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-50079
JRNA01000018.1		Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae		Clostridiales bacterium S5-A14a
OLMK01000083.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. MA5143a
QEST01000129.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. PT12
CP011489.1		Actinomycetota	Actinomycetes				Actinobacteria bacterium IMCC26256
FMZE01000001.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Prauserella	Prauserella marina
FOBR01000009.1							bacterium A37T11
FPCA01000005.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter akesuensis
JACHID010000015.1		Chrysiogenota	Chrysiogenia	Chrysiogenales	Chrysiogenaceae	Desulfurispira	Desulfurispira natronophila
KQ948939.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces caeruleatus
KQ949027.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. DSM 15324
LAKY01000033.1		Bacillota	Clostridia	Eubacteriales			Clostridiales bacterium PH28_bin88
LAZH01000065.1		Bacillota	Bacilli				Bacilli bacterium VT-13-104
MRTP01000003.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus rhizosphaerae
MSYE01000033.1							bacterium F11
PVYX01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas meridianipacifica
QFRX01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Act143
VEXD01000009.1		Chloroflexota	Dehalococcoidia				SAR202 cluster bacterium AC-409-J13_OGT_754m
FOGG01000004.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter rhizosphaerae
JACVWU010000009.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. TRM68416
NFUW01000001.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium IBVUCB1
WWJX01001166.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID3343
BMTD01000004.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces filipinensis
HF993875.1		Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter sp. CAG:788
JAAGMG010000837.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID14478
QOIN01000023.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces diacarni
REGQ01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae		Paenibacillaceae bacterium
AVBF01000026.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus yanchengensis
JACDUT010000002.1		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Thermaerobacillus	Thermaerobacillus caldiproteolyticus
JAEHFW010000003.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter segetis
LGKP01000012.1		Chloroflexota	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Herpetosiphon geysericola
PVTF01000012.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Umezawaea	Umezawaea tangerina
PZGG01000019.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans
VIRS01000014.1		Actinomycetota	Actinomycetes	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium phraense
BEIE01000005.1							bacterium HR28
CP003170.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. SE50/110
CP014606.1		Bacillota					endosymbiont 'TC1' of Trimyema compressum
CP047591.1		Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila terrae
HF986901.1		Bacillota					Firmicutes bacterium CAG:555
JAAKDE010000008.1		Bacillota				Capillibacterium	Capillibacterium thermochitinicola
JAGPXI010000207.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. A73
LGDZ01000107.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL B-3648
MWSG01000023.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. CIP 111063
QZWF01000003.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. F001
BDQI01000010.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces olivochromogenes
FMZZ01000012.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora iranica
FUXP01000008.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Novilysobacter	Novilysobacter spongiicola
JACCFK010000001.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis endophytica
VTHL01000001.1		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter lutimineralis
AWTC01000010.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus laevolacticus
BKZQ01000036.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Weizmannia acidilactici
CAJPFU010000060.1		Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium
FKJI03000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. F-1
FNYC01000004.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Frateuria	Frateuria terrea
FRAH01000003.1		Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans
FUKU01000027.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. JB170
FZQA01000002.1		Pseudomonadota	Alphaproteobacteria	Parvularculales	Parvularculaceae	Amphiplicatus	Amphiplicatus metriothermophilus
JPMX01000023.1		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter caceresii
LAPZ01000005.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum holothuriorum
QNTS01029778.1		Chordata	Actinopteri	Salmoniformes	Salmonidae	Hucho	Hucho hucho
CP010802.1		Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas soudanensis
CP050848.1		Planctomycetota	Planctomycetia	Planctomycetales			Planctomycetales bacterium ZRK34
FPBV01000009.1		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus macrosporangiidus
FR884265.1		Bacillota					Firmicutes bacterium CAG:137
HF988107.1		Bacillota					Firmicutes bacterium CAG:110
JABBXF010000010.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces morookaense
JANCLT010000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus	Ectobacillus ponti
JXTE01000018.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. WM6386
KQ948553.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces longwoodensis
MTKN01000002.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	[Flexibacter] sp. ATCC 35208
SEWG01000003.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter terrigena
SPQL01000010.1		Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus sp. CT_GayMR19
VJZA01000163.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis acidiphila
WHNX01000017.1		Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Alkalibaculum	Alkalibaculum sporogenes
AOHP01000080.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces pseudogriseolus
AP023415.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas fastidiosa
CP019332.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PC-19
CP071518.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Agrilutibacter	Agrilutibacter solisilvae
JAGGOO010000094.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. ISL-12
KK082237.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus darwinianus
KQ948853.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces bungoensis
LR733569.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 9AF
FOMT01000002.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus catalpae
WOWS01000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella endarachnes
BORO01000032.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus sp. J11TS1
CP000029.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
FOBB01000009.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga rupis
JACVQF010000238.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseicoloratus
JAFLRJ010000065.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces beijiangensis
JSVC01000045.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter solisilvae
LFNG01000013.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium koreense
PEKY01010497.1		Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha
SMSL01000007.1		Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	Candidatus Brocadiaceae		Candidatus Brocadiaceae bacterium S225
AEJC01000635.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces ipomoeae
AFUG01000032.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera sp. UPII 135-E
AP023418.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
BAUO01000019.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. JCM 10914
CP001850.2		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus	Mageeibacillus indolicus
FNPI01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Evansella	Evansella caseinilytica
RYYV01000034.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella choica
WACR01000006.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Salibacteraceae	Salibacter	Salibacter halophilus
WNXD01000001.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter planticolens
BMJD01000066.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus populi
CP047020.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces broussonetiae
FRXN01000001.1		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus zhangzhouensis
FP476056.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans
JAAVJD010000117.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces lonarensis
RYZZ01000037.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus cavernae
BMTU01000015.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces pilosus
CCDI010000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus karajensis
CP035544.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muriicola	Muriicola soli
MAXA01000080.1		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Parafrankia	Parafrankia soli
NOXV01000219.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cyanobacteriorum
QTJX01000003.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	Flagellimonas nanhaiensis
AWXA01000009.1		Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera vaginalis (ex Srinivasan et al. 2021)
BORO01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus sp. J11TS1
CYZR01000007.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina ventriculi
EQ973344.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		[Clostridium] methylpentosum
FPIS01000001.1		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Luteibacter	Luteibacter sp. UNCMF366Tsu5.1
MXQD01000072.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. MY03
PZGG01000031.1		Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans
QEIN01000112.1		Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsidaceae	Marinitenerispora	Marinitenerispora sediminis
SGXA01000007.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudobacter	Pseudobacter ginsenosidimutans
ALAN01000050.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus vireti
CP003418.1		Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album
CP021121.1							
JRYR02000001.1		Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga pacifica
LBDA02000031.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces malaysiense
LRXL01000052.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cochleicola	Cochleicola gelatinilyticus
CP004349.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. MED152
FR890695.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp. CAG:57
JPOS01000003.1		Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter xiamenensis
RBXD01000001.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. 123
CP060497.1		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Olivibacter sp. SDN3
SGXA01000004.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Pseudobacter	Pseudobacter ginsenosidimutans
AP023360.1		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Catellatospora	Catellatospora sp. IY07-71
CP027062.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pukyongia	Pukyongia salina
FNAO01000008.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pricia	Pricia antarctica
FOKG01000007.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis marina
FRCS01000002.1		Actinomycetota	Actinomycetes	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium aurantiacum
LJIW01000001.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces malaysiensis
RBAM01000008.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces klenkii
CP001825.1		Chloroflexota	Chloroflexia	Candidatus Thermobaculales	Candidatus Thermobaculaceae	Thermobaculum	Thermobaculum terrenum
CP019288.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	Kordia antarctica
CP050504.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. DSM 40868
FOQT01000002.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Halpernia	Halpernia frigidisoli
JAAGLY010000016.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID13726
JACMHY010000004.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces mexicanus
LPUT01000012.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina sp. HYO08
QREG01000017.1		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Marinoscillum	Marinoscillum furvescens
SODV01000001.1		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Dinghuibacter	Dinghuibacter silviterrae
WWKG01001860.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SID161
BMGR01000003.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus abyssi
CP058693.1		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. Rer75
FNJB01000003.1		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinokineospora	Actinokineospora alba
FR899077.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus sp. CAG:403
